"date","team","opponent","team_score","opponent_score","tournament","type"
"2022-06-01","Malaysia","Hong Kong",2,0,"Friendly",1
"2022-06-01","Syria","Tajikistan",1,0,"Friendly",0.5
"2022-06-01","United States","Morocco",3,0,"Friendly",1
"2022-06-01","Vietnam","Afghanistan",2,0,"Friendly",1
"2022-06-02","Tunisia","Equatorial Guinea",4,0,"African Cup of Nations qualification",1
"2022-06-02","Mozambique","Rwanda",1,1,"African Cup of Nations qualification",0.5
"2022-06-02","Panama","Costa Rica",2,0,"CONCACAF Nations League",1
"2022-06-02","Barbados","Antigua and Barbuda",0,1,"CONCACAF Nations League",0.5
"2022-06-02","Guadeloupe","Cuba",2,1,"CONCACAF Nations League",1
"2022-06-02","Belize","Dominican Republic",0,2,"CONCACAF Nations League",1
"2022-06-02","French Guiana","Guatemala",2,0,"CONCACAF Nations League",1
"2022-06-02","Anguilla","Dominica",0,0,"CONCACAF Nations League",1
"2022-06-02","Czech Republic","Switzerland",2,1,"UEFA Nations League",1
"2022-06-02","Spain","Portugal",1,1,"UEFA Nations League",1
"2022-06-02","Israel","Iceland",2,2,"UEFA Nations League",1
"2022-06-02","Serbia","Norway",0,1,"UEFA Nations League",1
"2022-06-02","Slovenia","Sweden",0,2,"UEFA Nations League",1
"2022-06-02","Northern Ireland","Greece",0,1,"UEFA Nations League",1
"2022-06-02","Cyprus","Kosovo",0,2,"UEFA Nations League",1
"2022-06-02","Georgia","Gibraltar",4,0,"UEFA Nations League",1
"2022-06-02","Bulgaria","North Macedonia",1,1,"UEFA Nations League",1
"2022-06-02","Estonia","San Marino",2,0,"UEFA Nations League",1
"2022-06-02","Cambodia","Timor-Leste",2,1,"Friendly",1
"2022-06-02","Ecuador","Nigeria",1,0,"Friendly",0.5
"2022-06-02","Japan","Paraguay",4,1,"Friendly",1
"2022-06-02","South Korea","Brazil",1,5,"Friendly",1
"2022-06-02","Mexico","Uruguay",0,3,"Friendly",0.5
"2022-06-03","Togo","Eswatini",2,2,"African Cup of Nations qualification",1
"2022-06-03","Burkina Faso","Cape Verde",2,0,"African Cup of Nations qualification",0.5
"2022-06-03","Comoros","Lesotho",2,0,"African Cup of Nations qualification",1
"2022-06-03","Ivory Coast","Zambia",3,1,"African Cup of Nations qualification",1
"2022-06-03","Curaçao","Honduras",0,1,"CONCACAF Nations League",1
"2022-06-03","Bahamas","Saint Vincent and the Grenadines",1,0,"CONCACAF Nations League",1
"2022-06-03","Nicaragua","Trinidad and Tobago",2,1,"CONCACAF Nations League",1
"2022-06-03","Sint Maarten","United States Virgin Islands",1,1,"CONCACAF Nations League",0.5
"2022-06-03","Turks and Caicos Islands","Bonaire",1,4,"CONCACAF Nations League",1
"2022-06-03","Saint Martin","Aruba",0,0,"CONCACAF Nations League",0.5
"2022-06-03","British Virgin Islands","Cayman Islands",1,1,"CONCACAF Nations League",1
"2022-06-03","Croatia","Austria",0,3,"UEFA Nations League",1
"2022-06-03","France","Denmark",1,2,"UEFA Nations League",1
"2022-06-03","Belgium","Netherlands",1,4,"UEFA Nations League",1
"2022-06-03","Kazakhstan","Azerbaijan",2,0,"UEFA Nations League",1
"2022-06-03","Belarus","Slovakia",0,1,"UEFA Nations League",0.5
"2022-06-03","Liechtenstein","Moldova",0,2,"UEFA Nations League",1
"2022-06-03","Latvia","Andorra",3,0,"UEFA Nations League",1
"2022-06-03","Nepal","Oman",0,2,"Friendly",0.5
"2022-06-04","Namibia","Burundi",1,1,"African Cup of Nations qualification",0.5
"2022-06-04","Niger","Tanzania",1,1,"African Cup of Nations qualification",0.5
"2022-06-04","Algeria","Uganda",2,0,"African Cup of Nations qualification",1
"2022-06-04","Gambia","South Sudan",1,0,"African Cup of Nations qualification",0.5
"2022-06-04","Mali","Congo",4,0,"African Cup of Nations qualification",1
"2022-06-04","Mauritania","Sudan",3,0,"African Cup of Nations qualification",1
"2022-06-04","DR Congo","Gabon",0,1,"African Cup of Nations qualification",1
"2022-06-04","Senegal","Benin",3,1,"African Cup of Nations qualification",1
"2022-06-04","Suriname","Jamaica",1,1,"CONCACAF Nations League",1
"2022-06-04","El Salvador","Grenada",3,1,"CONCACAF Nations League",1
"2022-06-04","Bermuda","Haiti",0,0,"CONCACAF Nations League",1
"2022-06-04","Montserrat","Guyana",1,2,"CONCACAF Nations League",0.5
"2022-06-04","Hungary","England",1,0,"UEFA Nations League",1
"2022-06-04","Italy","Germany",1,1,"UEFA Nations League",1
"2022-06-04","Armenia","Republic of Ireland",1,0,"UEFA Nations League",1
"2022-06-04","Finland","Bosnia and Herzegovina",1,1,"UEFA Nations League",1
"2022-06-04","Montenegro","Romania",2,0,"UEFA Nations League",1
"2022-06-04","Lithuania","Luxembourg",0,2,"UEFA Nations League",1
"2022-06-04","Turkey","Faroe Islands",4,0,"UEFA Nations League",1
"2022-06-05","Wales","Ukraine",1,0,"FIFA World Cup qualification",1
"2022-06-05","Malawi","Ethiopia",2,1,"African Cup of Nations qualification",1
"2022-06-05","Egypt","Guinea",1,0,"African Cup of Nations qualification",1
"2022-06-05","Central African Republic","Ghana",1,1,"African Cup of Nations qualification",0.5
"2022-06-05","Madagascar","Angola",1,1,"African Cup of Nations qualification",1
"2022-06-05","Botswana","Tunisia",0,0,"African Cup of Nations qualification",1
"2022-06-05","Costa Rica","Martinique",2,0,"CONCACAF Nations League",1
"2022-06-05","Cuba","Barbados",3,0,"CONCACAF Nations League",1
"2022-06-05","Antigua and Barbuda","Guadeloupe",1,0,"CONCACAF Nations League",0.5
"2022-06-05","Guatemala","Belize",2,0,"CONCACAF Nations League",1
"2022-06-05","Dominican Republic","French Guiana",2,3,"CONCACAF Nations League",1
"2022-06-05","Dominica","Anguilla",1,1,"CONCACAF Nations League",0.5
"2022-06-05","Portugal","Switzerland",4,0,"UEFA Nations League",1
"2022-06-05","Czech Republic","Spain",2,2,"UEFA Nations League",1
"2022-06-05","Serbia","Slovenia",4,1,"UEFA Nations League",1
"2022-06-05","Sweden","Norway",1,2,"UEFA Nations League",1
"2022-06-05","Cyprus","Northern Ireland",0,0,"UEFA Nations League",1
"2022-06-05","Kosovo","Greece",0,1,"UEFA Nations League",1
"2022-06-05","Gibraltar","North Macedonia",0,2,"UEFA Nations League",1
"2022-06-05","Bulgaria","Georgia",2,5,"UEFA Nations League",1
"2022-06-05","San Marino","Malta",0,2,"UEFA Nations League",1
"2022-06-05","Argentina","Estonia",5,0,"Friendly",0.5
"2022-06-05","Mexico","Ecuador",0,0,"Friendly",0.5
"2022-06-05","Peru","New Zealand",1,0,"Friendly",0.5
"2022-06-05","Saudi Arabia","Colombia",0,1,"Friendly",0.5
"2022-06-05","United States","Uruguay",0,0,"Friendly",1
"2022-06-06","Equatorial Guinea","Libya",2,0,"African Cup of Nations qualification",1
"2022-06-06","Honduras","Curaçao",1,2,"CONCACAF Nations League",1
"2022-06-06","Saint Vincent and the Grenadines","Nicaragua",2,2,"CONCACAF Nations League",1
"2022-06-06","Trinidad and Tobago","Bahamas",1,0,"CONCACAF Nations League",1
"2022-06-06","Bonaire","Sint Maarten",2,2,"CONCACAF Nations League",0.5
"2022-06-06","United States Virgin Islands","Turks and Caicos Islands",3,2,"CONCACAF Nations League",1
"2022-06-06","Aruba","Saint Martin",3,0,"CONCACAF Nations League",0.5
"2022-06-06","Cayman Islands","British Virgin Islands",1,1,"CONCACAF Nations League",1
"2022-06-06","Austria","Denmark",1,2,"UEFA Nations League",1
"2022-06-06","Croatia","France",1,1,"UEFA Nations League",1
"2022-06-06","Iceland","Albania",1,1,"UEFA Nations League",1
"2022-06-06","Belarus","Azerbaijan",0,0,"UEFA Nations League",0.5
"2022-06-06","Slovakia","Kazakhstan",0,1,"UEFA Nations League",1
"2022-06-06","Latvia","Liechtenstein",1,0,"UEFA Nations League",1
"2022-06-06","Andorra","Moldova",0,0,"UEFA Nations League",1
"2022-06-06","South Korea","Chile",2,0,"Friendly",1
"2022-06-06","Japan","Brazil",0,1,"Friendly",1
"2022-06-07","Eswatini","Burkina Faso",1,3,"African Cup of Nations qualification",0.5
"2022-06-07","Cape Verde","Togo",2,0,"African Cup of Nations qualification",0.5
"2022-06-07","Zambia","Comoros",2,1,"African Cup of Nations qualification",1
"2022-06-07","Senegal","Rwanda",1,0,"African Cup of Nations qualification",1
"2022-06-07","Jamaica","Suriname",3,1,"CONCACAF Nations League",1
"2022-06-07","Grenada","El Salvador",2,2,"CONCACAF Nations League",1
"2022-06-07","Guyana","Bermuda",2,1,"CONCACAF Nations League",1
"2022-06-07","Haiti","Montserrat",3,2,"CONCACAF Nations League",0.5
"2022-06-07","Germany","England",1,1,"UEFA Nations League",1
"2022-06-07","Italy","Hungary",2,1,"UEFA Nations League",1
"2022-06-07","Finland","Montenegro",2,0,"UEFA Nations League",1
"2022-06-07","Bosnia and Herzegovina","Romania",1,0,"UEFA Nations League",1
"2022-06-07","Faroe Islands","Luxembourg",0,1,"UEFA Nations League",1
"2022-06-07","Lithuania","Turkey",0,6,"UEFA Nations League",1
"2022-06-07","United Arab Emirates","Australia",1,2,"FIFA World Cup qualification",0.5
"2022-06-08","Kuwait","Indonesia",1,2,"AFC Asian Cup qualification",1
"2022-06-08","Jordan","Nepal",2,0,"AFC Asian Cup qualification",0.5
"2022-06-08","Philippines","Yemen",0,0,"AFC Asian Cup qualification",0.5
"2022-06-08","Mongolia","Palestine",0,1,"AFC Asian Cup qualification",1
"2022-06-08","Thailand","Maldives",3,0,"AFC Asian Cup qualification",0.5
"2022-06-08","Uzbekistan","Sri Lanka",3,0,"AFC Asian Cup qualification",1
"2022-06-08","Hong Kong","Afghanistan",2,1,"AFC Asian Cup qualification",0.5
"2022-06-08","India","Cambodia",2,0,"AFC Asian Cup qualification",1
"2022-06-08","Bahrain","Bangladesh",2,0,"AFC Asian Cup qualification",0.5
"2022-06-08","Malaysia","Turkmenistan",3,1,"AFC Asian Cup qualification",1
"2022-06-08","Tajikistan","Myanmar",4,0,"AFC Asian Cup qualification",0.5
"2022-06-08","Kyrgyzstan","Singapore",2,1,"AFC Asian Cup qualification",1
"2022-06-08","Uganda","Niger",1,1,"African Cup of Nations qualification",1
"2022-06-08","Tanzania","Algeria",0,2,"African Cup of Nations qualification",1
"2022-06-08","Congo","Gambia",1,0,"African Cup of Nations qualification",1
"2022-06-08","Gabon","Mauritania",0,0,"African Cup of Nations qualification",1
"2022-06-08","Sudan","DR Congo",2,1,"African Cup of Nations qualification",1
"2022-06-08","Benin","Mozambique",0,1,"African Cup of Nations qualification",1
"2022-06-08","Wales","Netherlands",1,2,"UEFA Nations League",1
"2022-06-08","Belgium","Poland",6,1,"UEFA Nations League",1
"2022-06-08","Republic of Ireland","Ukraine",0,1,"UEFA Nations League",1
"2022-06-08","Scotland","Armenia",2,0,"UEFA Nations League",1
"2022-06-09","Guinea-Bissau","São Tomé and Príncipe",5,1,"African Cup of Nations qualification",0.5
"2022-06-09","Nigeria","Sierra Leone",2,1,"African Cup of Nations qualification",1
"2022-06-09","Burundi","Cameroon",0,1,"African Cup of Nations qualification",0.5
"2022-06-09","Ethiopia","Egypt",2,0,"African Cup of Nations qualification",0.5
"2022-06-09","Guinea","Malawi",1,0,"African Cup of Nations qualification",1
"2022-06-09","South Sudan","Mali",1,3,"African Cup of Nations qualification",0.5
"2022-06-09","Lesotho","Ivory Coast",0,0,"African Cup of Nations qualification",0.5
"2022-06-09","Morocco","South Africa",2,1,"African Cup of Nations qualification",1
"2022-06-09","Panama","Martinique",5,0,"CONCACAF Nations League",1
"2022-06-09","Canada","Curaçao",4,0,"CONCACAF Nations League",1
"2022-06-09","Barbados","Guadeloupe",0,1,"CONCACAF Nations League",0.5
"2022-06-09","Antigua and Barbuda","Cuba",0,2,"CONCACAF Nations League",0.5
"2022-06-09","Belize","French Guiana",1,1,"CONCACAF Nations League",1
"2022-06-09","Aruba","Saint Kitts and Nevis",2,3,"CONCACAF Nations League",0.5
"2022-06-09","Dominica","Saint Lucia",0,1,"CONCACAF Nations League",1
"2022-06-09","Cayman Islands","Puerto Rico",0,3,"CONCACAF Nations League",1
"2022-06-09","Portugal","Czech Republic",2,0,"UEFA Nations League",1
"2022-06-09","Switzerland","Spain",0,1,"UEFA Nations League",1
"2022-06-09","Norway","Slovenia",0,0,"UEFA Nations League",1
"2022-06-09","Sweden","Serbia",0,1,"UEFA Nations League",1
"2022-06-09","Kosovo","Northern Ireland",3,2,"UEFA Nations League",1
"2022-06-09","Greece","Cyprus",3,0,"UEFA Nations League",1
"2022-06-09","Gibraltar","Bulgaria",1,1,"UEFA Nations League",1
"2022-06-09","North Macedonia","Georgia",0,3,"UEFA Nations League",1
"2022-06-09","Malta","Estonia",1,2,"UEFA Nations League",1
"2022-06-09","New Zealand","Oman",0,0,"Friendly",0.5
"2022-06-09","San Marino","Iceland",0,1,"Friendly",1
"2022-06-09","Saudi Arabia","Venezuela",0,1,"Friendly",0.5
"2022-06-10","United States","Grenada",5,0,"CONCACAF Nations League",1
"2022-06-10","Saint Vincent and the Grenadines","Trinidad and Tobago",0,2,"CONCACAF Nations League",1
"2022-06-10","Bahamas","Nicaragua",0,2,"CONCACAF Nations League",1
"2022-06-10","Dominican Republic","Guatemala",1,1,"CONCACAF Nations League",1
"2022-06-10","Austria","France",1,1,"UEFA Nations League",1
"2022-06-10","Denmark","Croatia",0,1,"UEFA Nations League",1
"2022-06-10","Albania","Israel",1,2,"UEFA Nations League",1
"2022-06-10","Azerbaijan","Slovakia",0,1,"UEFA Nations League",1
"2022-06-10","Belarus","Kazakhstan",1,1,"UEFA Nations League",0.5
"2022-06-10","Moldova","Latvia",2,4,"UEFA Nations League",1
"2022-06-10","Andorra","Liechtenstein",2,1,"UEFA Nations League",1
"2022-06-10","South Korea","Paraguay",2,2,"Friendly",1
"2022-06-10","Chile","Tunisia",0,2,"Kirin Cup",0.5
"2022-06-10","Japan","Ghana",4,1,"Kirin Cup",1
"2022-06-11","Kuwait","Nepal",4,1,"AFC Asian Cup qualification",1
"2022-06-11","Indonesia","Jordan",0,1,"AFC Asian Cup qualification",0.5
"2022-06-11","Mongolia","Philippines",0,1,"AFC Asian Cup qualification",1
"2022-06-11","Yemen","Palestine",0,5,"AFC Asian Cup qualification",0.5
"2022-06-11","Sri Lanka","Thailand",0,2,"AFC Asian Cup qualification",0.5
"2022-06-11","Uzbekistan","Maldives",4,0,"AFC Asian Cup qualification",1
"2022-06-11","Cambodia","Hong Kong",0,3,"AFC Asian Cup qualification",0.5
"2022-06-11","India","Afghanistan",2,1,"AFC Asian Cup qualification",1
"2022-06-11","Bangladesh","Turkmenistan",1,2,"AFC Asian Cup qualification",0.5
"2022-06-11","Malaysia","Bahrain",1,2,"AFC Asian Cup qualification",1
"2022-06-11","Singapore","Tajikistan",0,1,"AFC Asian Cup qualification",0.5
"2022-06-11","Kyrgyzstan","Myanmar",2,0,"AFC Asian Cup qualification",1
"2022-06-11","Mexico","Suriname",3,0,"CONCACAF Nations League",1
"2022-06-11","Guyana","Haiti",2,6,"CONCACAF Nations League",1
"2022-06-11","Montserrat","Bermuda",3,2,"CONCACAF Nations League",0.5
"2022-06-11","United States Virgin Islands","Bonaire",0,2,"CONCACAF Nations League",1
"2022-06-11","Sint Maarten","Turks and Caicos Islands",8,2,"CONCACAF Nations League",0.5
"2022-06-11","England","Italy",0,0,"UEFA Nations League",1
"2022-06-11","Hungary","Germany",1,1,"UEFA Nations League",1
"2022-06-11","Wales","Belgium",1,1,"UEFA Nations League",1
"2022-06-11","Netherlands","Poland",2,2,"UEFA Nations League",1
"2022-06-11","Ukraine","Armenia",3,0,"UEFA Nations League",0.5
"2022-06-11","Republic of Ireland","Scotland",3,0,"UEFA Nations League",1
"2022-06-11","Montenegro","Bosnia and Herzegovina",1,1,"UEFA Nations League",1
"2022-06-11","Romania","Finland",1,0,"UEFA Nations League",1
"2022-06-11","Faroe Islands","Lithuania",2,1,"UEFA Nations League",1
"2022-06-11","Luxembourg","Turkey",0,2,"UEFA Nations League",1
"2022-06-11","Ecuador","Cape Verde",1,0,"Friendly",0.5
"2022-06-11","Uruguay","Panama",5,0,"Friendly",1
"2022-06-12","Martinique","Panama",0,0,"CONCACAF Nations League",1
"2022-06-12","Cuba","Antigua and Barbuda",3,1,"CONCACAF Nations League",1
"2022-06-12","Guadeloupe","Barbados",2,1,"CONCACAF Nations League",1
"2022-06-12","Saint Kitts and Nevis","Saint Martin",1,1,"CONCACAF Nations League",1
"2022-06-12","Saint Lucia","Anguilla",2,0,"CONCACAF Nations League",1
"2022-06-12","Puerto Rico","British Virgin Islands",6,0,"CONCACAF Nations League",1
"2022-06-12","Spain","Czech Republic",2,0,"UEFA Nations League",1
"2022-06-12","Switzerland","Portugal",1,0,"UEFA Nations League",1
"2022-06-12","Norway","Sweden",3,2,"UEFA Nations League",1
"2022-06-12","Slovenia","Serbia",2,2,"UEFA Nations League",1
"2022-06-12","Northern Ireland","Cyprus",2,2,"UEFA Nations League",1
"2022-06-12","Greece","Kosovo",2,0,"UEFA Nations League",1
"2022-06-12","North Macedonia","Gibraltar",4,0,"UEFA Nations League",1
"2022-06-12","Georgia","Bulgaria",0,0,"UEFA Nations League",1
"2022-06-12","Malta","San Marino",1,0,"UEFA Nations League",1
"2022-06-12","Iran","Algeria",1,2,"Friendly",0.5
"2022-06-13","Australia","Peru",0,0,"FIFA World Cup qualification",0.5
"2022-06-13","São Tomé and Príncipe","Nigeria",0,10,"African Cup of Nations qualification",0.5
"2022-06-13","Sierra Leone","Guinea-Bissau",2,2,"African Cup of Nations qualification",0.5
"2022-06-13","Morocco","Liberia",2,0,"African Cup of Nations qualification",1
"2022-06-13","Honduras","Canada",2,1,"CONCACAF Nations League",1
"2022-06-13","Nicaragua","Bahamas",4,0,"CONCACAF Nations League",1
"2022-06-13","Trinidad and Tobago","Saint Vincent and the Grenadines",4,1,"CONCACAF Nations League",1
"2022-06-13","Guatemala","Dominican Republic",2,0,"CONCACAF Nations League",1
"2022-06-13","Denmark","Austria",2,0,"UEFA Nations League",1
"2022-06-13","France","Croatia",0,1,"UEFA Nations League",1
"2022-06-13","Iceland","Israel",2,2,"UEFA Nations League",1
"2022-06-13","Azerbaijan","Belarus",2,0,"UEFA Nations League",1
"2022-06-13","Kazakhstan","Slovakia",2,1,"UEFA Nations League",1
"2022-06-13","Albania","Estonia",0,0,"Friendly",1
"2022-06-14","Costa Rica","New Zealand",1,0,"FIFA World Cup qualification",0.5
"2022-06-14","Kuwait","Jordan",0,3,"AFC Asian Cup qualification",1
"2022-06-14","Indonesia","Nepal",7,0,"AFC Asian Cup qualification",0.5
"2022-06-14","Palestine","Philippines",4,0,"AFC Asian Cup qualification",0.5
"2022-06-14","Mongolia","Yemen",2,0,"AFC Asian Cup qualification",1
"2022-06-14","Maldives","Sri Lanka",1,0,"AFC Asian Cup qualification",0.5
"2022-06-14","Uzbekistan","Thailand",2,0,"AFC Asian Cup qualification",1
"2022-06-14","Afghanistan","Cambodia",2,2,"AFC Asian Cup qualification",0.5
"2022-06-14","India","Hong Kong",4,0,"AFC Asian Cup qualification",1
"2022-06-14","Bahrain","Turkmenistan",1,0,"AFC Asian Cup qualification",0.5
"2022-06-14","Malaysia","Bangladesh",4,1,"AFC Asian Cup qualification",1
"2022-06-14","Myanmar","Singapore",2,6,"AFC Asian Cup qualification",0.5
"2022-06-14","Kyrgyzstan","Tajikistan",0,0,"AFC Asian Cup qualification",1
"2022-06-14","Jamaica","Mexico",1,1,"CONCACAF Nations League",1
"2022-06-14","El Salvador","United States",1,1,"CONCACAF Nations League",1
"2022-06-14","Haiti","Guyana",6,0,"CONCACAF Nations League",0.5
"2022-06-14","French Guiana","Belize",1,0,"CONCACAF Nations League",1
"2022-06-14","Bonaire","United States Virgin Islands",2,0,"CONCACAF Nations League",0.5
"2022-06-14","Turks and Caicos Islands","Sint Maarten",2,0,"CONCACAF Nations League",1
"2022-06-14","England","Hungary",0,4,"UEFA Nations League",1
"2022-06-14","Germany","Italy",5,2,"UEFA Nations League",1
"2022-06-14","Netherlands","Wales",3,2,"UEFA Nations League",1
"2022-06-14","Poland","Belgium",0,1,"UEFA Nations League",1
"2022-06-14","Armenia","Scotland",1,4,"UEFA Nations League",1
"2022-06-14","Ukraine","Republic of Ireland",1,1,"UEFA Nations League",0.5
"2022-06-14","Bosnia and Herzegovina","Finland",3,2,"UEFA Nations League",1
"2022-06-14","Romania","Montenegro",0,3,"UEFA Nations League",1
"2022-06-14","Luxembourg","Faroe Islands",2,2,"UEFA Nations League",1
"2022-06-14","Turkey","Lithuania",2,0,"UEFA Nations League",1
"2022-06-14","Moldova","Andorra",2,1,"UEFA Nations League",1
"2022-06-14","Liechtenstein","Latvia",0,2,"UEFA Nations League",1
"2022-06-14","Chile","Ghana",0,0,"Kirin Cup",0.5
"2022-06-14","Japan","Tunisia",0,3,"Kirin Cup",1
"2022-06-14","South Korea","Egypt",4,1,"Friendly",1
"2022-06-17","Mapuche","Maule Sur",0,1,"CONIFA South America Football Cup",0.5
"2022-06-18","Mapuche","Aymara",3,1,"CONIFA South America Football Cup",0.5
"2022-06-19","Aymara","Maule Sur",0,1,"CONIFA South America Football Cup",0.5
"2022-07-05","Seychelles","Botswana",0,1,"COSAFA Cup",0.5
"2022-07-05","Angola","Comoros",3,1,"COSAFA Cup",0.5
"2022-07-06","Mauritius","Eswatini",0,3,"COSAFA Cup",0.5
"2022-07-06","Lesotho","Malawi",2,1,"COSAFA Cup",0.5
"2022-07-07","Comoros","Botswana",0,1,"COSAFA Cup",0.5
"2022-07-07","Angola","Seychelles",3,0,"COSAFA Cup",0.5
"2022-07-08","Malawi","Eswatini",1,1,"COSAFA Cup",0.5
"2022-07-08","Lesotho","Mauritius",2,1,"COSAFA Cup",0.5
"2022-07-10","Seychelles","Comoros",1,2,"COSAFA Cup",0.5
"2022-07-10","Botswana","Angola",1,0,"COSAFA Cup",0.5
"2022-07-10","Mauritius","Malawi",0,2,"COSAFA Cup",0.5
"2022-07-10","Eswatini","Lesotho",2,0,"COSAFA Cup",0.5
"2022-07-12","Madagascar","Namibia",0,2,"COSAFA Cup",0.5
"2022-07-12","Zambia","Botswana",1,1,"COSAFA Cup",0.5
"2022-07-13","South Africa","Mozambique",0,0,"COSAFA Cup",1
"2022-07-13","Senegal","Eswatini",1,1,"COSAFA Cup",0.5
"2022-07-15","South Africa","Madagascar",2,1,"COSAFA Cup",1
"2022-07-15","Botswana","Eswatini",2,0,"COSAFA Cup",0.5
"2022-07-15","Namibia","Mozambique",1,0,"COSAFA Cup",0.5
"2022-07-15","Zambia","Senegal",4,3,"COSAFA Cup",0.5
"2022-07-16","Elba Island","Raetia",5,0,"Friendly",1
"2022-07-17","South Africa","Botswana",2,1,"COSAFA Cup",1
"2022-07-17","Mozambique","Senegal",1,1,"COSAFA Cup",0.5
"2022-07-17","Namibia","Zambia",0,1,"COSAFA Cup",0.5
"2022-07-19","Japan","Hong Kong",6,0,"EAFF Championship",1
"2022-07-20","China PR","South Korea",0,3,"EAFF Championship",0.5
"2022-07-24","South Korea","Hong Kong",3,0,"EAFF Championship",0.5
"2022-07-24","Japan","China PR",0,0,"EAFF Championship",1
"2022-07-27","China PR","Hong Kong",1,0,"EAFF Championship",0.5
"2022-07-27","Japan","South Korea",3,0,"EAFF Championship",1
"2022-08-07","Raetia","Tibet",3,3,"Friendly",1
"2022-08-31","Mexico","Paraguay",0,1,"Friendly",0.5
"2022-09-17","Fiji","New Caledonia",1,0,"MSG Prime Minister's Cup",0.5
"2022-09-21","Solomon Islands","New Caledonia",1,0,"MSG Prime Minister's Cup",0.5
"2022-09-21","Brunei","Maldives",0,3,"Friendly",0.5
"2022-09-21","Hong Kong","Myanmar",2,0,"Friendly",1
"2022-09-21","Libya","Uganda",0,0,"Friendly",1
"2022-09-21","San Marino","Seychelles",0,0,"Friendly",1
"2022-09-21","Vietnam","Singapore",4,0,"Friendly",1
"2022-09-21","Scotland","Ukraine",3,0,"UEFA Nations League",1
"2022-09-22","Australia","New Zealand",1,0,"Friendly",1
"2022-09-22","Cambodia","Bangladesh",0,1,"Friendly",1
"2022-09-22","Comoros","Tunisia",0,1,"Friendly",0.5
"2022-09-22","Iceland","Venezuela",1,0,"Friendly",0.5
"2022-09-22","Suriname","Nicaragua",2,1,"Friendly",0.5
"2022-09-22","Thailand","Malaysia",1,1,"King's Cup",1
"2022-09-22","Trinidad and Tobago","Tajikistan",1,2,"King's Cup",0.5
"2022-09-22","Croatia","Denmark",2,1,"UEFA Nations League",1
"2022-09-22","France","Austria",2,0,"UEFA Nations League",1
"2022-09-22","Belgium","Wales",2,1,"UEFA Nations League",1
"2022-09-22","Poland","Netherlands",0,2,"UEFA Nations League",1
"2022-09-22","Lithuania","Faroe Islands",1,1,"UEFA Nations League",1
"2022-09-22","Turkey","Luxembourg",3,3,"UEFA Nations League",1
"2022-09-22","Kazakhstan","Belarus",2,1,"UEFA Nations League",1
"2022-09-22","Slovakia","Azerbaijan",1,2,"UEFA Nations League",1
"2022-09-22","Latvia","Moldova",1,2,"UEFA Nations League",1
"2022-09-22","Liechtenstein","Andorra",0,2,"UEFA Nations League",1
"2022-09-23","Japan","United States",2,0,"Kirin Challenge Cup",0.5
"2022-09-23","Algeria","Guinea",1,0,"Friendly",1
"2022-09-23","Argentina","Honduras",3,0,"Friendly",0.5
"2022-09-23","Bahrain","Cape Verde",1,2,"Friendly",1
"2022-09-23","Brazil","Ghana",3,0,"Friendly",0.5
"2022-09-23","Cameroon","Uzbekistan",0,2,"Friendly",0.5
"2022-09-23","Canada","Qatar",2,0,"Friendly",0.5
"2022-09-23","DR Congo","Burkina Faso",0,1,"Friendly",0.5
"2022-09-23","Egypt","Niger",3,0,"Friendly",1
"2022-09-23","Iran","Uruguay",1,0,"Friendly",0.5
"2022-09-23","Iraq","Oman",1,1,"Jordan International Tournament",0.5
"2022-09-23","Jordan","Syria",2,0,"Jordan International Tournament",1
"2022-09-23","South Korea","Costa Rica",2,2,"Friendly",1
"2022-09-23","Mali","Zambia",1,0,"Friendly",1
"2022-09-23","Morocco","Chile",2,0,"Friendly",0.5
"2022-09-23","Paraguay","United Arab Emirates",1,0,"Friendly",0.5
"2022-09-23","Rwanda","Equatorial Guinea",0,0,"Friendly",0.5
"2022-09-23","Saudi Arabia","Ecuador",0,0,"Friendly",0.5
"2022-09-23","Germany","Hungary",0,1,"UEFA Nations League",1
"2022-09-23","Italy","England",1,0,"UEFA Nations League",1
"2022-09-23","Bosnia and Herzegovina","Montenegro",1,0,"UEFA Nations League",1
"2022-09-23","Finland","Romania",1,1,"UEFA Nations League",1
"2022-09-23","Georgia","North Macedonia",2,0,"UEFA Nations League",1
"2022-09-23","Bulgaria","Gibraltar",5,1,"UEFA Nations League",1
"2022-09-23","Estonia","Malta",2,1,"UEFA Nations League",1
"2022-09-24","Bolivia","Senegal",0,2,"Friendly",0.5
"2022-09-24","Colombia","Guatemala",4,1,"Friendly",0.5
"2022-09-24","Fiji","Solomon Islands",2,2,"MSG Prime Minister's Cup",0.5
"2022-09-24","Grenada","Saint Vincent and the Grenadines",1,3,"Friendly",1
"2022-09-24","Hong Kong","Myanmar",0,0,"Friendly",1
"2022-09-24","India","Singapore",1,1,"Friendly",0.5
"2022-09-24","Indonesia","Curaçao",3,2,"Friendly",1
"2022-09-24","Ivory Coast","Togo",2,1,"Friendly",0.5
"2022-09-24","Laos","Maldives",1,3,"Friendly",0.5
"2022-09-24","Madagascar","Congo",3,3,"Friendly",0.5
"2022-09-24","Mauritania","Benin",1,0,"Friendly",0.5
"2022-09-24","Mexico","Peru",1,0,"Friendly",0.5
"2022-09-24","South Africa","Sierra Leone",4,0,"Friendly",1
"2022-09-24","Tanzania","Uganda",1,0,"Friendly",0.5
